姓名,副科级,正科级,副处级,正处级,副厅级,正厅级,副部级,正部级,现级别,工作省份,工作地区,企业经历,(副)市长,党委(副)书记
杜和平,0,1993,1995,1998,0,2011,2017,0,0,"四川,重庆,黑龙江","北区,重庆,代县,江北区",0,0,0
郑向东,0,0,0,0,0,0,1988,0,7,"北京,四川,重庆","北京,重庆",0,1,0
赖蛟,0,0,0,1998,0,2013,2020,0,7,"四川,宁夏,重庆","重庆,合作,新区,成都,北区",0,0,0
段成刚,0,0,2001,0,2003,0,2018,0,7,"四川,重庆","南区,重庆,新区,江北区,北区",1,0,0
唐川,0,0,1995,0,0,0,1997,0,6,"四川,重庆","北区,重庆,津",0,0,1
吴道藩,0,0,0,0,0,0,1998,1999,6,"四川,重庆",重庆,1,1,0
章勇武,0,0,0,0,0,1994,0,0,6,重庆,重庆,1,0,0
徐世国,1984,1992,2003,2006,2011,0,0,0,4,"四川,重庆","重庆,南县",0,0,1
罗成,0,1994,2003,2010,0,0,0,0,4,"四川,重庆,浙江","重庆,代县,玉环县,台州",0,0,0
梅时雨,0,0,0,1997,2003,0,0,0,0,重庆,"重庆,南区,代县",1,0,0
李应兰,0,0,0,1995,0,2015,0,0,6,"四川,重庆","重庆,成都,代县",1,0,0
张学锋,0,0,1991,0,1997,0,0,0,4,"四川,重庆",重庆,1,0,0
覃昌德,0,2004,2006,2008,0,0,0,0,4,重庆,"武汉,重庆",0,0,0
徐海荣,0,1990,1996,1997,0,0,2012,0,7,"四川,重庆,新疆","乌鲁木齐,中区,重庆",0,0,1
白文农,0,0,1984,2002,2005,2013,0,0,6,"四川,重庆","重庆,文峰区",1,0,0
周勇,0,1983,0,1998,0,2008,0,0,6,"四川,重庆",重庆,1,1,0
赵世庆,0,0,1993,0,0,2013,0,0,6,"北京,重庆","北京,重庆,津",1,1,1
陶长海,0,0,0,0,1995,2006,2017,0,7,"四川,贵州,重庆","南区,中区,重庆,津,江北区,北区",0,0,0
熊雪,0,1988,0,0,1995,0,0,2004,7,"四川,重庆","重庆,津,新区",0,1,1
李殿勋,0,1991,0,1998,0,2013,2018,0,7,"四川,重庆,湖南",重庆,0,1,0
曹清尧,0,0,1993,1997,2001,2004,0,0,6,"北京,重庆,广西","北京,重庆,河池",0,0,0
辛国荣,0,0,0,0,2003,2015,0,0,6,"四川,重庆","南区,南县,重庆",1,0,1
蹇泽西,0,1994,0,0,0,0,2003,0,4,"四川,重庆","南区,重庆,南县,津",0,0,1
李春奎,0,0,0,0,0,2003,0,0,4,"四川,重庆","西区,沈阳,重庆,武汉,铁西区,双桥区",1,0,0
唐德祥,1994,1995,0,2001,2005,0,0,0,4,"四川,重庆","绵阳,重庆",0,0,0
龚均,1989,1991,0,2003,0,0,0,0,4,"四川,重庆,西藏","重庆,南区,代县",1,0,1
左军,1991,1997,0,2005,0,0,0,0,4,"四川,重庆","重庆,代县",0,0,1
代小红,0,0,0,0,2003,2015,0,0,6,重庆,"中区,重庆,新区,江北区,北区",0,0,0
王杰,0,0,0,2009,0,0,0,0,0,,,0,0,1
陈文森,0,0,1997,0,0,0,0,2004,4,"四川,重庆,浙江","重庆,平湖,代县",1,1,0
钱建超,0,1989,0,1994,0,0,1998,0,4,"四川,重庆","南区,重庆,南平",0,0,1
潘毅琴,0,1991,0,1994,1995,2008,2018,0,0,"四川,重庆","重庆,中区",0,1,1
江涛,0,0,0,0,0,1991,0,0,6,"四川,重庆","重庆,代县",1,0,0
周少政,0,1987,1999,0,0,2002,0,0,6,"四川,重庆,浙江","重庆,双桥区,温州",0,1,0
刘成鸣,0,1981,0,1993,0,2003,2020,0,7,四川,"广汉,内江,什邡,德阳,宜宾,攀枝花",1,1,1
蒋辅义,0,0,1993,1997,0,2002,0,0,6,"四川,河南,青海","眉山,阆中,泸州,乐山,南充",0,1,0
刘强,0,0,0,1992,2001,2011,0,0,6,"四川,云南","泸州,乐山,津,潞西,遂宁,代县,南充",0,1,1
罗强,0,0,0,0,1996,2002,2016,0,7,四川,"广元,成都,达州,绵阳",0,1,0
林书成,0,1982,0,1992,0,2012,2018,0,7,四川,"西安,攀枝花,绵阳",1,1,1
王菲,0,1987,0,0,1994,2012,0,0,6,四川,"广元,巴中,代县",1,1,0
杨洪波,0,0,1992,0,0,2000,2016,0,7,四川,"南充,遂宁",0,0,0
张彤,0,0,2000,2002,2007,2007,0,0,6,四川,"邛崃,成都,乐山,津",0,1,0
王铭晖,0,1982,1983,1995,1998,2005,2016,0,0,四川,"内江,资阳,宜宾",0,1,1
侯晓春,1982,0,1991,1998,2003,2008,2018,0,0,四川,"广安,遂宁",0,1,1
罗增斌,1994,0,1996,2000,0,2003,0,0,6,四川,"巴中,广安,合作",1,1,0
包惠,0,0,1994,1996,0,2005,2018,0,7,四川,"成都,达州",0,1,0
李静,0,0,1985,0,2002,2006,2017,0,7,"四川,重庆","眉山,绵阳,重庆,江油,资阳",0,1,0
宋朝华,0,0,1985,1997,2006,2011,0,0,6,四川,"成都,南充,津,眉山",0,1,0
李刚,0,0,1997,0,2001,2011,0,0,0,四川,"巴中,成都,自贡",1,0,0
周喜安,0,1992,1994,1999,0,2010,2018,0,7,"青海,安徽,吉林","吉林,资阳,巴中",0,1,0
刘作明,0,0,0,1992,0,2000,2016,0,0,"四川,重庆,河南","重庆,成都",1,0,1
胡昌升,0,0,0,0,2004,2006,2015,0,7,"四川,福建,青海","雅安,厦门,遂宁",0,1,0
陈刚,0,0,0,0,0,2003,2012,0,7,"北京,河北,贵州","哈尔滨,新区,北京,朝阳区,贵阳,朝阳,扬州",1,0,1
刘文新,0,1997,0,2002,2006,2013,0,0,0,贵州,贵阳,0,1,1
李再勇,0,1984,1985,1989,2000,2011,2016,0,7,"浙江,贵州","吉县,铜仁,安吉县,遵义,贵阳,代县,六盘水",0,1,0
"周建琨同志,男,汉族,1960年6月出生,河南叶县人,1977年8月参加工作,1984年12月加入中国共产党,中央党校研究生学历。",1982,0,1995,1997,0,2011,2017,0,6,贵州,"毕节,都匀,安顺",1,1,0
曾永涛,1990,0,1995,2000,0,2006,0,0,6,"辽宁,贵州","仁怀,毕节,大连,遵义,安顺",0,1,0
刘奇凡,1990,1994,1999,2002,0,2011,2016,0,7,"内蒙古,贵州","铜仁,厦门,内蒙古自治区",1,0,1
陈昌旭,1991,1993,1998,2000,2002,2007,0,0,6,贵州,"铜仁,合作,遵义,代县,毕节",0,1,1
杨永英,0,0,0,0,2011,2013,0,0,6,贵州,,0,0,0
龙长春,0,1993,1998,2001,2011,2011,2017,0,7,贵州,"铜仁,都匀,遵义",0,0,0
李文荣,0,0,1990,1993,2002,2008,2016,0,7,"湖南,云南","曲靖,昆明",1,1,1
范华平,0,1987,0,1993,2008,2012,2018,0,7,"山东,海南,云南","曲靖,昭通",0,1,1
和良辉,0,1990,1997,2001,2005,2009,2018,0,7,云南,"代县,丽江,城区",0,1,0
卫星,0,0,1992,0,2004,2013,0,0,6,云南,"普洱,丽江,昆明",1,1,0
陈玉侯,1989,1991,1993,1996,2000,2008,2018,0,7,云南,"玉溪,曲靖",0,1,1
罗红江,0,0,0,2001,2008,2013,0,0,6,云南,景洪,1,0,1
张太原,1988,1992,1995,1996,0,2010,2015,0,7,"云南,山西","汾阳,楚雄,太原,吕梁,昆明",1,0,1
童志云,0,0,0,0,0,2013,0,0,0,云南,,1,0,1
齐扎拉,0,1983,1990,1994,2000,2001,2010,2017,8,"云南,西藏",拉萨,0,0,1
张延清,0,0,1999,2005,2009,2012,0,0,7,"甘肃,西藏","日喀则,拉萨",0,1,1
罗布顿珠,0,0,1990,1992,1996,2002,2011,0,7,西藏,"拉萨,昌都,山南",0,1,1
张永泽,0,0,1998,2001,0,2008,2017,0,7,"四川,西藏","成都,山南",0,0,0
张洪波,1989,0,0,0,2007,2014,2019,0,7,"北京,西藏","日喀则,北京",0,1,1
万超岐,0,0,0,0,0,2010,0,0,0,"内蒙古,西藏","内蒙古自治区,阿拉善盟",0,0,1
上官吉庆,0,0,0,0,2004,2004,2016,0,0,陕西,"西安,宝鸡,咸阳",0,1,0
姜锋,0,0,0,0,0,0,2015,0,7,陕西,,1,1,1
卫华,0,0,0,2002,0,2005,0,0,6,陕西,"西安,咸阳",0,1,0
徐新荣,0,0,0,0,0,0,2015,0,7,陕西,延安,0,1,0
王建军,0,1986,0,1997,1998,2013,0,0,6,陕西,"延安,汉中,商洛",0,1,0
陆治原,0,0,1995,1997,2002,2011,2018,0,7,"陕西,辽宁","渭南,西安,城区,榆林,延安",0,1,0
郭青,1985,0,1992,1995,2003,2007,2018,0,7,"陕西,湖南,河北","故城县,邯郸,衡水,任县,安康,株洲",0,1,0
徐启方,0,0,0,0,0,2013,2018,0,7,陕西,"宝鸡,安康",1,1,0
魏增军,0,1986,1991,1994,2005,2005,2017,0,7,陕西,"汉中,商洛",0,1,0
陈俊,0,0,0,0,2006,2013,0,0,0,陕西,"铜川,商洛",0,1,0
柳鹏,0,0,2001,0,2002,2011,0,0,6,甘肃,"兰州,武威,嘉峪关",0,1,1
汪海洲,0,0,0,0,0,2011,0,0,7,"甘肃,西藏",白银,1,1,1
王锐,0,1987,1990,0,1997,2001,2018,0,7,甘肃,"张掖,兰州,天水",0,1,0
杨维俊,0,1991,0,1997,2005,2013,0,0,6,甘肃,"张掖,平凉,陇南,天水",0,1,0
黄泽元,0,0,0,0,2001,2012,0,0,0,"北京,甘肃","北京,张掖,陇南,兰州",0,1,0
夏红民,0,0,1984,1992,1993,2000,2014,0,7,"湖北,甘肃,贵州",庆阳,0,0,0
唐晓明,0,1988,1994,1996,2005,2013,0,0,6,甘肃,"兰州,定西",0,1,0
孙雪涛,0,0,1994,1997,2000,2011,2020,0,7,"北京,甘肃","北京,陇南",0,1,0
陈青,0,1985,1995,0,2001,2008,2013,0,7,"甘肃,新疆","博乐,兰州,西安,陇南,武威,定西,庆阳",1,1,1
马学礼,0,1991,1997,2004,0,2013,0,0,0,甘肃,"临夏,东乡县",0,0,1
王予波,1985,1989,1992,1995,0,2000,2015,0,7,"云南,青海",西宁,0,1,0
于丛乐,0,0,0,0,0,2000,2017,0,7,青海,海东,1,0,1
张晓容,0,0,1985,0,2003,2013,0,0,6,"河北,青海","海东,西宁,石家庄",1,1,1
尼玛卓玛,0,0,1985,1991,1996,2000,2018,0,7,"海南,青海",,0,0,1
张文魁,0,0,1992,1995,2001,2010,2018,0,7,"海南,青海",,1,0,1
索南东智,1989,1990,1997,1998,2006,2013,0,0,6,"海南,青海",,0,0,1
白加扎西,0,0,1996,2001,2010,2013,0,0,6,青海,,0,0,0
文国栋,0,1993,1996,2001,2009,2013,0,0,0,青海,海东,0,0,1
徐广国,0,1990,1993,1997,2003,2006,2011,0,7,"宁夏,黑龙江,山西","银川,让胡路区,大同,绥芬河,大庆,大同区,杜尔伯特蒙古族自治县,牡丹江",1,1,1
彭友东,0,1995,0,1995,0,2001,0,0,7,"北京,宁夏,湖南,西藏","北京,银川,石嘴山",0,0,0
赵永清,0,1991,1998,0,0,2004,2017,0,7,"山东,宁夏","诸城,昌乐县,吴忠,安丘",0,1,1
白尚成,0,0,0,0,1995,2006,2017,0,7,宁夏,"银川,灵武,固原,吴忠",0,1,0
马廷礼,0,0,0,1988,0,2000,2013,0,7,"宁夏,甘肃","石嘴山,中卫",0,0,0
李文章,0,0,1992,1994,1998,2003,2012,0,0,"宁夏,辽宁","银川,石嘴山,中卫,固原",0,0,1
马汉成,1993,1996,1997,0,2005,2007,2018,0,7,宁夏,"银川,固原,石嘴山,灵武",0,1,0
朱海仑,0,1986,0,1993,2001,2003,2009,0,0,新疆,"喀什,乌鲁木齐,和田",0,0,1
芒力克·斯依提,0,0,0,1997,1998,2006,2018,0,7,新疆,"哈密,吐鲁番",0,1,1
艾则孜·木沙,0,1989,1993,2000,0,2001,0,0,0,"北京,山东,天津,新疆","宣武区,天津,日照,合作,北京,津,和田,代县,阿克苏",0,0,0
彭家瑞,0,1981,1992,1995,2001,2004,2016,0,7,新疆,"米泉,代县,塔城,昌吉",1,0,1
赵青,1983,1993,1998,2003,2010,0,2017,0,7,新疆,"库尔勒,乌鲁木齐,昌吉",1,1,1
肖怀远,0,0,1984,0,0,0,1998,0,0,"天津,西藏","津,天津,林芝",0,0,0
张庆伟,0,0,0,0,0,1996,0,2011,8,"北京,黑龙江,河北",北京,1,0,1
付志方,0,0,1987,1990,0,1994,2001,2012,8,"山东,河南,河北","保定,卢氏县,灵宝,三门峡,开封",0,1,0
陈政高,0,0,1976,1988,1990,1993,1998,2007,0,辽宁,"沈阳,长海县,大连,海城,西岗区",1,1,0
殷一璀,0,0,0,0,0,0,0,0,0,上海,上海,0,0,1
李强,0,1984,1985,1988,0,1992,2005,2012,8,"浙江,江苏,上海","永康,温州,金华,上海,瑞安,宁波",1,0,1
鹿心社,0,0,1986,0,1996,0,2010,2011,8,"江西,广西,江苏,甘肃","武汉,南通",0,1,1
刘伟,0,0,1982,0,1987,1994,2001,2010,8,"安徽,河南,山东","固镇县,阜阳,蚌埠,砀山,芜湖",0,1,0
谢伏瞻,0,0,0,0,0,1995,2013,2013,0,"湖北,河南",天门,0,0,0
叶冬松,0,0,0,0,0,0,0,1977,8,"安徽,河南,河北","丰县,长春",1,0,1
李鸿忠,0,0,1985,1987,1988,1995,2001,2007,8,"天津,辽宁,广东,吉林,湖北","沈阳,天津,惠州,深圳,吉林,津,苏家屯区",1,1,0
王国生,0,1983,0,1985,1991,1997,2001,2010,8,"青海,江苏,河南,山东,湖北","连云港,聊城,冠县,高唐县,东阿县,唐县",0,0,0
杜家毫,0,0,0,1985,0,1998,2004,2013,8,"黑龙江,湖南,上海","浦东新区,杨浦区,松江区,新区,上海,中山",0,0,1
陈求发,0,0,1983,1991,0,0,0,2013,8,"湖南,辽宁",,1,0,0
彭清华,0,0,1988,0,0,0,2001,2012,8,"湖南,北京,湖北,四川,广西","北京,大冶",1,0,1
陈武,0,1982,1986,1992,0,2000,2005,2013,8,广西,"钦州,南宁,凭祥",0,0,1
张轩,0,0,1985,0,1992,0,2007,0,0,"四川,重庆,云南","重庆,昆明",0,0,0
王东明,0,0,0,1983,1993,0,1997,2012,0,"四川,辽宁","锦州,辽阳,灯塔,太和区,绥中县",0,1,1
陈敏尔,1984,0,1990,1991,1996,1997,2002,2012,8,"重庆,浙江,贵州","兴县,绍兴,重庆,绍兴县,宁波",0,1,1
李纪恒,0,0,1985,1988,1991,1995,1997,2011,0,"内蒙古,广西,云南,广东","河池,桂平,南宁,玉林,南县,内蒙古自治区,湛江",0,0,1
陈全国,0,0,1983,1988,1994,1996,1998,2009,8,"西藏,河南,河北,新疆","平舆县,漯河,遂平县,平顶山,郑州,驻马店",0,1,1
洛桑江村,0,0,0,0,0,1986,2003,0,8,西藏,"拉萨,那曲",0,1,1
帕巴拉·格列朗杰,0,0,0,0,0,0,1965,1979,8,西藏,昌都,0,0,0
娄勤俭,0,0,0,0,0,0,2010,2012,8,"陕西,江苏,贵州",,1,0,0
骆惠宁,0,1982,0,1985,0,1993,1999,2010,0,"安徽,山西,青海","巢湖,郊区,鞍山,马鞍山",1,0,0
努尔兰·阿不都满金,0,0,0,0,0,1993,2003,2013,8,"北京,新疆",北京,0,0,1
崔世安,0,0,0,0,0,0,0,0,0,,,0,0,0
夏德仁,0,0,0,0,0,1998,2001,2013,8,辽宁,大连,0,1,0
巴音朝鲁,0,1982,0,0,0,0,2001,2011,8,"吉林,内蒙古,浙江","吉林,伊金霍洛旗,内蒙古自治区,宁波",1,0,0
吉林,0,0,0,0,0,0,0,0,0,北京,北京,0,1,0
汪先永,1992,1994,1998,2000,2003,2005,0,0,6,北京,"北京,密云县,丰台区",0,0,0
胡衡华,0,0,0,0,0,2008,0,2013,7,湖南,"长沙,西安,新区,衡阳,益阳",1,1,1
白玉刚,0,1990,0,0,0,2000,2016,0,7,"北京,内蒙古","北京,鄂尔多斯,内蒙古自治区,赤峰",0,1,0
刘忻,1993,1995,1995,0,2005,2012,2018,2018,7,"吉林,黑龙江,浙江","哈尔滨,长春,平房区,吉林,太原,牡丹江,杭州",1,1,0
缪瑞林,1987,1989,1991,1996,2001,2006,2013,0,0,江苏,"宿迁,南京,新区",0,1,1
陈伟俊,0,0,0,0,0,2014,2018,0,7,浙江,"湖州,温州",0,1,1
李宏庆,1992,1993,0,0,1994,1996,0,0,6,广西,"玉林,贵港,贺州",1,1,0
钱引安,0,0,0,0,0,2009,2017,0,0,陕西,"西安,宝鸡",0,1,0
王俊强,0,0,1999,2001,0,2005,0,0,0,"广西,云南","柳州,瑞丽,昆明",0,0,1
舒庆,0,1995,1996,2000,0,2010,2016,0,7,"山东,河南","荥阳,郑州,新乡,巩义",0,1,1
兰开驰,0,1982,0,1998,2009,2009,0,0,6,四川,"绵竹,绵阳,德阳,宜宾,雅安",1,1,1
阿布,0,0,1999,2002,2009,2014,0,0,6,西藏,"拉萨,昌都",0,1,0
白玛旺堆,0,0,0,1999,0,2000,2016,0,7,"四川,湖北,西藏","拉萨,昌都",0,0,1
旺堆,1994,1996,0,2000,2013,2015,0,0,6,西藏,"日喀则,林芝",0,1,0
窦万贵,0,0,0,2001,2011,2013,2018,0,7,新疆,"吐鲁番,阿克苏",1,0,1
松吉扎西,0,0,0,0,2014,2016,0,0,6,西藏,那曲,1,0,0
刘志强,0,0,2002,2012,0,2014,0,0,6,"河北,天津","北区,河北区,津,天津",1,0,0
赵世勇,1990,0,1996,2000,0,2007,2020,0,7,"四川,江苏","西昌,达州,德阳,遂宁",0,1,0
李玉刚,0,0,0,1994,2002,2014,0,0,6,黑龙江,"麻山区,双鸭山,鸡西,齐齐哈尔,牡丹江",1,1,0
李希,0,0,1985,1990,1996,2001,2004,2014,8,"辽宁,甘肃,广东,上海,陕西","张掖,延安,上海,兰州",0,0,0
李公乐,0,1985,1992,1994,2004,2008,0,0,6,河南,"郑州,台前县,新区,安阳,濮阳县,巩义,代县,新乡,濮阳,商丘",0,1,1
王建军,0,0,0,0,0,2000,2005,2017,8,青海,西宁,1,0,0
訚柏,0,0,0,0,0,2013,2018,0,7,"云南,青海","楚雄,昆明",0,1,0
彭国甫,0,0,1996,0,2008,2011,2018,0,7,湖南,"岳阳,湘潭,岳阳县,溆浦县,怀化",0,0,1
鲍炳章,0,0,0,2014,0,0,0,0,6,上海,"徐汇区,上海",1,0,1
石泰峰,0,0,1985,0,0,0,2010,2015,8,"河北,内蒙古,江苏,北京,宁夏,山西","榆社县,苏州,北京,内蒙古自治区,宁晋县",1,0,1
鲁毅,0,1982,0,1991,2005,2014,0,0,6,"湖北,广东","深圳,佛山",1,1,1
周联清,0,0,0,0,0,2014,2016,0,7,福建,莆田,1,0,1
赵应云,0,0,1998,2001,2008,2014,0,0,0,湖南,"中方县,常德,邵东县,怀化,永州",0,1,0
任学锋,0,0,0,0,0,0,2008,0,0,"重庆,天津,河北,广东","广州,津,天津,重庆",1,1,1
李明清,1991,1993,0,2000,2003,2014,2018,0,7,"四川,重庆","重庆,津",0,1,1
蒋超良,0,0,0,1984,0,2000,2002,2014,0,"吉林,湖北,湖南","广州,青岛,岳阳,深圳,吉林,崂山区",1,0,1
罗应光,0,0,0,0,0,1995,0,0,6,"云南,广东","楚雄,井冈山,佛山,沧县,玉溪,昭通",0,1,1
贾玉梅,0,0,1986,1992,0,1995,2017,0,7,黑龙江,"鹤岗,佳木斯,哈尔滨,城子河区,鸡西",1,1,0
李江华,0,0,1991,1993,1998,2010,0,0,0,"海南,广东","三亚,儋州",1,1,0
张琦,0,0,0,1991,2003,2008,2014,0,0,海南,"三亚,淮南,儋州,海口",1,1,0
陈军,0,0,0,1984,0,0,0,0,0,海南,,0,0,0
李毅,0,1996,0,2003,2014,2017,2020,0,7,"陕西,黑龙江","渭南,西安,城区,陵县,新区,新城区",0,1,0
徐曙海,0,0,0,1998,2002,2018,0,0,6,江苏,"栖霞区,栖霞,玄武区,南京,建邺区,镇江",0,1,0
曹路宝,0,0,0,1994,2010,2017,0,0,6,"北京,江苏","盐城,下关区,秦淮区,鼓楼区,北京,南京",1,1,0
李世峰,0,2000,0,2011,2014,2020,0,0,6,"黑龙江,江苏","玄武区,南京,武汉,黑河,雨花台区,浦口区",0,1,0
梁维东,1983,0,2004,2007,2011,2016,0,0,6,广东,"城区,佛山,东莞,新区",1,1,1
黄喜忠,1996,0,2000,2008,2012,2018,0,0,6,"江西,广东","城区,清远,佛山,南昌",1,1,0
朱立凡,0,1999,2001,2013,2018,2019,0,0,6,江苏,"张家港,苏州,泰州,昆山,常熟",1,1,1
惠建林,0,0,0,2001,0,2016,2020,0,7,江苏,"苏州,淮安,常熟,南京,平江区,镇江",0,1,0
杜小刚,0,2003,2004,2006,0,2019,0,0,6,江苏,"鼓楼区,太仓,苏州,昆山,南京,沧浪区,无锡",1,1,0
徐惠民,1987,0,1997,2003,2006,2014,0,0,6,江苏,"苏州,吴江,昆山,金阊区,宿迁,南通",0,1,1
倪斌,0,0,0,2000,0,2005,0,0,6,"北京,江苏,天津","天津,靖江,泰州,北京,新区,津,武清区,无锡,镇江",0,1,0
李伟,0,0,0,0,0,0,0,0,0,北京,北京,0,0,1
姜志刚,0,0,0,0,2001,0,2013,0,7,"北京,宁夏","北京,银川,成都",1,0,1
李智远,0,0,2006,2007,0,2018,0,0,6,陕西,"白山,深圳,宝鸡,韩城,铜川",1,1,1
张工,0,0,0,0,0,0,2012,0,0,北京,北京,1,1,1
林克庆,0,1988,0,0,1994,2005,2013,0,7,"北京,台湾,广东","东城区,大兴区,城区,北京",1,1,0
张延昆,0,0,0,0,0,0,2015,0,7,北京,北京,0,1,0
王东峰,1984,0,1987,1989,0,2001,2013,2016,8,"陕西,天津,河北","渭南,天津,西安,津,铜川",1,1,1
段春华,0,0,1992,1997,0,0,2007,0,0,天津,"津,宁河县,天津",0,1,0
曹小红,0,0,0,0,0,0,2013,0,7,天津,"津,天津",1,1,0
何树山,0,0,0,0,2009,0,2013,0,7,"安徽,天津,吉林","天津,新区,吉林,大庆,津",1,1,1
孙文魁,0,1985,0,0,1997,2007,2013,0,7,天津,"静海县,津,天津,宝坻区",0,1,0
温湛滨,1993,0,2002,2006,2011,2016,0,0,6,广东,"广州,城区,东莞,新区,连州,阳江,代县,清远",1,1,1
楼阳生,0,1984,0,1986,1991,1996,2008,2016,8,"湖北,海南,浙江,山西","龙游县,浦江县,丽水,金华,衢州",0,1,0
盛茂林,0,0,0,0,1998,2003,2012,0,0,"湖南,天津,山西","天津,资兴,津,郴州,邵阳",0,0,0
王一新,1992,0,0,0,1996,1999,2013,0,7,"海南,山西",武汉,1,1,1
张复明,0,0,1998,2001,0,0,2013,0,7,"北京,山西",北京,0,0,0
李佳,1985,1986,1990,1994,0,2000,2004,0,8,"内蒙古,辽宁,山西","沈阳,内蒙古自治区",0,1,1
乌兰,0,0,1986,0,0,2000,2003,0,7,"湖南,内蒙古","鄂尔多斯,内蒙古自治区,巴彦淖尔,包头",0,0,0
朱晓东,0,0,0,2007,0,2011,0,0,6,山西,"大同,曲沃县,忻州,永济",1,1,0
孙喆,0,1994,0,0,2003,2007,0,0,0,"海南,浙江","鄞州区,海口,宁波",1,0,0
林北川,0,0,0,1975,2007,0,2017,0,7,"吉林,海南","吉林,海南区,南区,海口",0,0,0
严朝君同志,1988,1994,1997,2000,0,2003,2017,0,7,"海南,贵州,广东","三亚,儋州",0,1,0
李鹏新,1984,0,1985,0,1991,1997,2005,0,7,"青海,内蒙古,新疆",内蒙古自治区,0,0,1
布小林,0,1987,1989,1993,1997,0,2008,2016,8,"北京,内蒙古","北京,内蒙古自治区,阿拉善盟",1,0,1
吴汉圣,1987,0,1994,1997,0,2007,2016,0,0,"北京,吉林,辽宁,山西","北京,吉林,沈阳,营口",0,1,0
谭作钧,0,0,0,0,0,0,2012,0,7,"辽宁,上海","大连,上海",1,0,1
庄严,0,0,2000,2004,0,2010,2012,0,7,"吉林,西藏","吉林,大安,延边朝鲜族自治州",0,1,1
黄关春,1979,0,0,0,1984,2001,2012,0,0,"吉林,湖北,湖南","江汉区,洪湖,孝感,吉林,武汉",0,1,1
隋忠诚,0,1992,0,1994,2001,2003,0,2009,7,"吉林,湖南","通化,长春,吉林,南县,武汉,辉南县",0,1,0
陈润儿,0,0,1985,1987,1994,1999,2006,2016,8,"河南,宁夏,湖南,黑龙江","长沙,娄底,陵县,湘潭,郴州,茶陵县",1,1,1
黄建盛,0,1981,0,1988,1991,1992,2007,2018,8,"黑龙江,江西","吉安,上饶,哈尔滨,崇仁县,鹰潭,万安县,宜春",0,1,0
张效廉,0,0,1995,1998,0,2001,2007,0,0,"北京,黑龙江","北京,房山区,哈尔滨,牡丹江",1,1,1
杨东奇,0,0,0,0,2004,2005,2012,0,7,"山东,黑龙江",哈尔滨,0,0,1
李海涛,0,1992,0,1997,0,0,2004,0,7,黑龙江,"佳木斯,哈尔滨",0,1,1
孙东生,0,0,1999,0,0,0,2008,0,7,黑龙江,哈尔滨,1,0,0
应勇,0,1983,1983,1986,1992,1995,2013,2017,8,"上海,湖北,浙江","绍兴,上海,杭州,台州",0,1,1
尹弘,0,0,1996,0,0,0,0,1998,8,"河南,上海","日喀则,闸北区,长宁区,上海,北区",0,1,1
周波,0,0,0,0,0,0,2013,2013,7,"辽宁,上海",上海,1,1,1
翁铁慧,0,0,0,0,0,0,2013,0,0,上海,上海,0,1,1
时光辉,0,1993,0,2001,2006,2008,2013,0,7,"上海,贵州","奉贤区,静安区,上海",1,1,0
蒋卓庆,0,1986,1987,1992,0,2002,2013,0,0,"江苏,上海","徐汇区,杨浦区,上海",1,1,0
汪一光,0,0,0,0,2006,2014,0,0,6,安徽,"城区,新区,亳州,芜湖,谯城区",1,1,1
