姓名,副科级,正科级,副处级,正处级,副厅级,正厅级,副部级,正部级,现级别,工作省份,工作地区,企业经历,(副)市长,党委(副)书记
王炯,0,0,0,0,0,0,2011,0,0,"安徽,重庆,河南,江苏","武汉,重庆,津",1,0,1
杨林兴,0,0,1994,0,0,1995,0,0,6,"四川,重庆","兰州,重庆,泸州,新区,成都,厦门",0,1,0
男,0,1988,1992,1995,0,2003,2008,0,0,,"无锡,江宁县,南京",0,0,1
樊金龙,0,1990,1994,1994,1996,1999,2011,0,7,江苏,"淮安,无锡,太仓,苏州",1,1,1
王燕文,0,0,1991,1996,0,2001,2011,0,7,江苏,"溧水县,代县,南京,扬州",0,1,0
王立科,0,1993,1998,2002,2007,2008,2013,0,7,"江苏,辽宁","锦州,大连,北镇,北宁,葫芦岛",1,1,1
张古江,0,0,0,0,1997,2008,2017,0,7,河北,"淮南,唐山,承德,邢台",1,1,0
裴伟东,0,0,1989,1998,2009,2014,0,0,6,辽宁,"阜新,大连,辽阳,丹东,葫芦岛",0,1,0
葛慧君,0,0,0,0,0,0,2012,2018,8,浙江,,0,1,0
胡和平,0,0,0,2003,0,0,2008,2016,8,"陕西,浙江",延安,1,0,1
赵一德,0,0,1991,0,2000,2003,2012,0,7,"河北,浙江","西区,温州,温岭,衢州,杭州",0,1,1
袁家军,0,0,0,0,0,0,2014,2017,8,浙江,,1,0,1
熊建平,0,0,0,0,0,0,2007,0,7,"上海,天津,浙江","津,天津,上海",0,1,1
朱从玖,0,0,0,0,0,0,2012,0,7,浙江,,0,0,1
李锦斌,0,0,1984,1989,0,0,0,1992,8,"陕西,安徽,吉林","通化,长春,吉林,辽源,通榆县",1,1,0
徐立全,0,0,1983,0,1985,1998,2003,2017,8,"安徽,湖北","宿州,蚌埠,合肥",0,0,1
邓向阳,0,1987,1992,1993,1998,2006,2013,0,7,"安徽,山东","滨州,威海",0,1,0
方春明,0,0,0,0,1997,2002,2013,0,7,"安徽,广西","安庆,宁国,亳州",1,1,0
于伟国,0,0,0,1973,1991,0,1995,2015,8,"江苏,福建","太仓,厦门",0,1,0
张志南,0,0,0,1991,1997,1997,2008,0,0,福建,"龙岩,三明,上杭县",0,1,0
赵爱明,0,0,0,0,0,0,2013,0,0,"四川,江西",,0,1,1
李炳军,1984,0,0,0,1997,2000,2007,0,7,"山东,江西",赣州,0,0,0
孙伟,0,0,1988,1992,0,2000,2011,0,7,"北京,山东,甘肃,浙江","北京,金华",0,0,0
孙守刚,0,0,1993,0,1997,2006,2010,0,7,"北京,山东,河南","北京,济宁,东营",0,0,1
张超超,0,0,0,1998,2002,2006,2012,0,7,"山东,宁夏","日照,南京",0,1,1
赵素萍,1984,1987,0,0,2001,0,2011,0,0,河南,"济源,郑州,漯河",0,1,0
李亚,0,0,1993,0,1998,2001,2013,0,7,河南,"陕县,洛阳,三门峡,许昌,郑州,永城,商丘",0,1,0
王艳玲,0,0,0,0,0,2009,2013,0,7,"湖北,河南","郑州,南京,濮阳",0,1,1
张昌尔,0,1978,1987,1991,0,1996,2002,2016,8,"安徽,湖北","下陆区,黄石,孝感,大悟县",0,1,0
王晓东,0,0,1983,1992,0,1998,2000,2016,8,"北京,湖北,江西,贵州","北京,贵阳,南昌县,南昌",0,0,0
曹广晶,0,0,1993,1996,0,0,2014,0,7,"湖北,天津","津,天津",1,0,0
梁惠玲,0,0,1984,1994,1997,2006,2013,0,0,"湖北,河北","谷城县,孝感,襄樊,鄂州,南漳县",0,1,0
甘荣坤,0,1987,1991,1993,0,0,2013,0,7,"江西,辽宁,黑龙江,北京,河南,湖北",北京,0,0,0
曾欣,1992,1993,1996,1998,0,2008,2014,0,7,"北京,湖北","北京,哈尔滨",0,0,1
吴政隆,0,0,1993,1996,1999,2002,2007,2017,8,"重庆,江苏,内蒙古,山西","太原,新区,南京,重庆",1,0,0
黄晓薇,0,0,1995,2000,0,0,2014,2018,0,"辽宁,山西","营口,站前区",0,0,0
王伟中,0,1988,1992,1994,1999,2001,2014,0,7,"山西,云南,广东","深圳,太原,昭通",0,1,0
孙金龙,0,0,0,0,0,0,2003,0,0,"安徽,湖南,辽宁,浙江,北京,新疆","武汉,合肥,北京",1,0,1
李微微,0,0,1983,1985,1990,0,2006,2016,8,湖南,"株洲,合作,株洲县,怀化",0,0,0
何报翔,0,0,0,1989,0,0,2008,0,7,"北京,湖南,天津","天津,岳阳,北京,岳阳县,津",0,0,0
张硕辅,0,1988,0,1995,0,1997,2013,0,7,"北京,湖南,云南,广东","娄底,广州,北京,武汉,益阳,永州",1,1,0
黄兰香,0,0,0,1991,2001,2006,2013,0,7,湖南,"北区,株洲,岳阳,石峰区",0,1,0
马兴瑞,0,0,0,0,0,1996,2013,2016,8,"天津,广东","阜新,天津,哈尔滨,深圳,津",1,0,0
李玉妹,0,0,0,1991,1995,1997,2006,2017,8,"山东,广东","莱芜,临沂,平邑县",0,1,0
许瑞生,0,0,0,1998,1999,2003,2011,0,7,"北京,广东","北京,广州,中山,汕尾",1,1,0
林少春,0,1988,1995,1997,2000,2003,2012,0,7,"北京,内蒙古,广东","惠州,广州,井冈山,东莞,北京,延安,内蒙古自治区,阳江,武汉,中山",1,1,1
李春生,0,0,1985,2000,2003,0,2013,0,7,"河南,广东","镇平县,新县,郑州,信阳",0,0,1
唐仁健,0,1987,1989,1990,0,0,2014,2017,8,"北京,四川,广西,甘肃",北京,1,0,0
范晓莉,0,0,1989,1997,0,2003,2011,0,7,"北京,广西","北京,防城港,合作,北海",0,1,0
蓝天立,0,0,1992,0,0,1998,2015,2018,8,广西,"钦州,河池,凭祥",0,1,0
李秀领,0,0,1997,2000,0,2003,2011,2019,8,"云南,海南,内蒙古","南京,内蒙古自治区",0,0,0
毛超峰,0,0,1991,1993,0,2001,2011,0,7,"北京,河南,海南","北京,新郑,周口,焦作",0,1,1
孙新阳,0,0,0,0,0,0,2012,0,0,"江西,海南","西安,海口",0,0,0
王路,0,0,0,0,0,1998,2008,0,7,"天津,海南","青岛,津,海口,天津",1,1,0
陆俊华,1983,1990,1992,1995,1998,2004,2014,0,0,"云南,海南,江西,贵州",,0,0,0
张国清,0,0,0,1993,0,0,2013,2016,8,"重庆,天津","津,天津,长春,重庆",1,1,1
张鸣,0,0,0,0,0,2006,2012,0,7,"安徽,重庆,广西,广东","武汉,重庆,全椒县",0,1,0
刘强,1984,1993,0,0,1995,0,2000,2001,7,"四川,重庆","重庆,中区",1,1,1
柯尊平,0,0,0,0,0,2000,2001,2015,8,"陕西,四川","西安,安康",0,0,1
范锐平,0,0,0,1990,0,2006,2011,0,7,"四川,湖北","钟祥,襄阳,鄂州,成都,武汉,松滋,荆州",0,1,1
吴靖平,0,0,1992,1993,2000,2003,2012,0,7,"吉林,四川,上海","绵阳,吉林,上海",0,0,0
王宁,0,1980,1987,1991,0,1995,2007,0,0,"四川,湖北","南充,新区",0,0,0
刘捷,0,1988,1991,0,1997,2001,2011,0,0,"北京,四川","北京,自贡,宜宾",1,1,1
曲木史哈,0,0,1986,1988,1996,2003,2011,0,7,四川,,0,0,1
甘霖,0,0,1991,1999,2001,2003,2012,0,7,"北京,四川,湖北,广东","珠海,大冶,惠州,长春,新区,北京",1,0,0
李军,0,1987,1990,1993,1994,2003,2004,0,7,"海南,贵州","武汉,贵阳",0,0,0
谌贻琴,0,0,1982,1993,2001,0,2007,2017,8,贵州,铜仁,0,0,1
刘晓凯,1987,1989,1991,1992,1996,1998,2008,2018,8,贵州,毕节,1,0,0
秦如培,0,0,1994,1996,2002,2008,2012,0,7,"广西,贵州","毕节,贵阳,新区",0,0,1
廖国勋,1987,1990,1994,1998,2007,2008,2012,0,7,"浙江,上海,贵州","铜仁,井冈山,凯里,延安,上海,贵阳",0,0,1
张广智,0,0,0,0,0,0,2013,0,7,"陕西,甘肃,贵州",,0,1,0
"慕德贵同志,男,汉族,1959年8月出生,吉林集安人,1982年2月参加工作,1987年5月加入中国共产党,大学学历,项目管理硕士。",0,1984,1990,0,0,1997,2012,0,7,贵州,"安顺,遵义",0,1,0
李江,0,0,0,0,1990,1996,2003,2018,8,"湖南,云南","玉溪,昆明",0,1,0
赵金,0,1991,1994,1995,0,2007,2011,0,7,云南,楚雄,0,0,1
刘慧晏,0,0,0,1998,0,2001,2012,0,7,"山东,云南","淄博,青岛",0,1,0
尹建业,0,0,1990,0,0,2007,2013,0,7,"云南,江西","大理,昆明",1,0,0
吴英杰,1983,0,1987,0,0,2000,2003,2016,8,西藏,"拉萨,林芝",0,0,1
邓小刚,1994,0,1994,1994,1998,2003,2006,0,7,"北京,四川,湖南,西藏","丰台区,北京,通州区,通州,郊区",1,0,1
公保扎西,0,0,0,0,1996,2000,2006,0,7,"西藏,青海","日喀则,拉萨,那曲",0,0,0
董云虎,0,0,0,0,0,0,2011,0,0,"西藏,上海,山西","杭州,上海",0,0,0
梁田庚,1983,1989,1992,1994,1999,0,2012,0,7,"河北,西藏,广东,北京,贵州,广西",北京,0,0,0
丁业现,0,1989,0,0,0,2000,2010,0,7,"山东,西藏",山南,0,0,1
王瑞连,0,1987,1994,1996,2005,2008,2013,0,7,"湖北,江苏,海南,西藏","昌都,山南",0,0,0
王拥军,0,0,1990,1994,1999,2003,2014,0,7,"西藏,山西",南京,0,0,1
甲热•洛桑丹增,0,0,0,0,2000,0,0,0,7,西藏,"拉萨,昌都",0,1,0
边巴扎西,1988,1993,1996,1998,2000,2005,2013,0,7,"山东,西藏","禹城,那曲",0,0,0
多吉次珠,0,1987,0,1997,2005,2006,2013,0,7,西藏,"吉县,拉萨",0,1,1
坚参,0,0,1987,0,0,2004,2013,0,7,西藏,山南,0,0,0
姜杰,0,0,1993,1994,2000,2004,2013,0,7,"山东,西藏","黄岛区,东营,青岛",0,1,0
何文浩,0,1990,1994,1999,0,2013,2013,0,7,"北京,宁夏,贵州,西藏","北京,贵阳",0,0,1
曾万明,0,0,1996,2001,0,2005,2013,0,7,"四川,广西,西藏","彭州,绵阳,内江,合作,成都",1,1,1
江泽林,0,0,0,1994,1996,2000,2002,2018,8,"陕西,吉林,江苏,海南","三亚,吉林,南京,新区",0,1,0
景俊海,0,0,0,0,0,2005,2008,2018,8,"陕西,吉林,北京","西安,吉林,北京,新区",1,1,0
毛万春,0,0,0,0,0,0,2010,2018,8,"陕西,河南,海南","洛阳,延安",0,1,0
庄长兴,0,0,0,0,0,0,2013,0,7,陕西,渭南,0,1,0
王莉霞,0,0,0,0,0,2011,2013,0,7,"陕西,内蒙古,辽宁","西安,呼和浩特,厦门,内蒙古自治区,铜川",1,1,0
盛阅春,0,0,0,0,0,2018,0,0,6,浙江,绍兴,1,1,0
欧阳坚,0,0,1991,1994,0,2001,2011,2018,8,"云南,甘肃","丽江,昆明",0,0,0
咸辉,0,1986,1988,1993,2004,0,2007,0,8,"宁夏,甘肃","兰州,定西",0,0,1
冉万祥,0,1988,1995,1998,2001,2009,2012,0,7,"甘肃,河北",临夏,0,0,0
李荣灿,1993,1994,1995,1998,0,0,2013,0,7,"北京,江西,甘肃","北京,合作,兰州,新区",1,1,0
黄强,0,0,0,0,0,0,2014,0,7,"河南,甘肃,上海","西安,上海,深圳",1,0,1
多杰热旦,0,0,0,0,1990,1996,2007,2018,8,"海南,青海",,1,0,1
马顺清,0,1983,0,1995,2000,2002,2008,0,7,"宁夏,天津,青海","宁国,天津,西宁,津,东区",0,1,1
王晓,0,0,1995,1995,1997,0,2013,0,7,"山东,青海","西宁,青岛",0,1,0
旦科,0,0,1992,1995,2000,2001,2012,0,7,"青海,海南,西藏","代县,南县,和县",1,0,0
张建民,0,0,0,0,0,2003,2008,0,0,"青海,内蒙古,山西","太原,内蒙古自治区",0,0,1
严金海,0,0,0,0,1998,2005,2013,0,7,青海,,0,0,0
匡湧,0,0,1994,0,2004,2007,2014,0,7,青海,西安,0,0,0
崔波,0,0,0,1984,0,1991,2003,2018,8,"山东,宁夏","银川,城区,济宁,曲阜",0,1,1
王雁飞,1986,0,1988,1994,2001,0,2013,0,7,"北京,四川,宁夏,河北","北京,平山县,邢台",0,0,0
王和山,0,0,1996,1999,0,2003,2013,0,7,宁夏,,0,0,0
车俊,0,0,0,0,0,0,0,1973,8,"安徽,河北,浙江,新疆","丰县,合肥,石家庄",1,1,1
韩勇,0,0,0,1980,1991,1997,2004,2016,8,"陕西,吉林,新疆","松原,吉林,九台,榆树",1,1,1
肖开提·依明,0,0,0,0,1991,0,2004,2018,8,"陕西,新疆",吐鲁番,0,0,1
尔肯江·吐拉洪,0,1999,0,0,0,0,2008,0,7,"湖北,新疆",塔城,0,0,0
李学军,0,1980,1988,1994,0,1997,2013,0,7,新疆,"灯塔,乌鲁木齐,昌吉",0,0,1
艾尔肯·吐尼亚孜,0,0,1991,1993,2005,0,2008,0,7,"陕西,新疆","和田,昌吉",0,0,0
吉尔拉•衣沙木丁,0,0,0,1994,2005,2008,2013,0,7,"天津,新疆","天津,喀什,乌鲁木齐,津,阿克苏",0,1,0
田文,0,0,0,0,0,2005,2013,0,7,新疆,,0,0,1
俞东来,0,1988,0,1997,2002,2012,0,0,6,浙江,"拱墅区,萧山区,江干区,新区,舟山,杭州",1,1,0
徐文光,0,1998,2000,2002,0,2012,0,0,6,浙江,"诸暨,富阳,余杭区,上虞,衢州,杭州",0,1,1
钱三雄,0,1995,2002,2009,0,2013,0,0,6,"河北,浙江","兴县,邢台,绍兴,诸暨,城区,温州,越城区,湖州,绍兴县,杭州",0,1,1
罗佳明,0,0,1990,0,0,1998,0,0,0,四川,"眉山,乐山,峨眉山",0,1,0
李旭阳,0,0,0,2003,2012,2020,0,0,0,,"赵县,行唐县,石家庄,平山县,桥东区,东区,唐县",0,0,0
赵俊民,1998,0,1999,2002,2013,2017,0,0,6,陕西,"西安,安康,新区",0,1,0
陈豪,0,1983,0,0,1993,1999,0,2014,8,"江苏,云南,上海","上海,海门,静安区,临江",1,0,1
陈吉明,0,0,1987,1998,2003,2014,0,0,0,四川,"资阳,自贡",1,1,1
陈奕君,0,0,1995,2000,2002,2011,2019,0,7,浙江,"北仑区,鄞州区,海曙区,台州,宁波",0,1,0
毛宏芳,0,0,0,0,0,2017,0,0,6,浙江,"北仑区,嘉兴,宁波",0,1,1
姚奕生,0,0,0,2002,2006,2017,0,0,6,广东,"珠海,广州",0,1,1
田庆盈,1989,1999,0,2003,2009,2017,0,0,6,山东,"历下区,历城区,城区,槐荫区,莱芜,青岛,济南,天桥区,潍坊",1,1,1
石奇珠,0,0,1998,2000,2009,2015,0,0,0,,"广州,增城,汕尾",0,0,1
马文田,0,1999,2000,2001,2005,2017,0,0,6,"河南,广东","广州,沙区,周口,武汉,汕头,中山",0,1,1
叶牛平,1993,1994,1999,2000,0,2010,0,0,0,"安徽,广东","广州,揭阳,深圳,增城,中山",1,1,0
丁红都,0,0,0,0,0,2011,0,0,6,广东,"广州,沙区,河源",0,0,1
赵革,0,0,0,0,0,2017,2019,0,6,"黑龙江,河北","廊坊,哈尔滨",1,1,0
马长青,1989,1991,1992,1999,2006,0,0,0,0,贵州,"贵阳,新区",0,1,0
郭社荣,0,0,0,0,2005,2011,0,0,0,陕西,宝鸡,0,1,1
张晓强,0,1998,0,2003,0,2015,0,0,6,浙江,"景宁畲族自治县,汕尾,诸暨,绍兴,德清县,庆元县,丽水,台州,遂昌县,代县",1,1,0
果果,0,0,1995,2007,2010,2016,0,0,6,西藏,拉萨,0,1,0
王立,0,1988,0,1999,2012,2015,0,0,6,湖北,"武汉,鄂州,武昌区",0,1,0
王文力,1996,0,2000,2004,2010,2017,0,0,6,黑龙江,"双城,城区,哈尔滨,阿城,呼兰县,牡丹江",0,1,1
吴祖云,0,0,0,2002,2011,0,0,0,4,"湖北,上海","洪湖,荆州区,潜江,上海,武汉,荆州",0,1,1
王立奇,0,0,2005,2007,2008,2012,0,0,6,甘肃,"酒泉,南岗区,伊春,铁力,哈尔滨,平房区,新区,齐齐哈尔",1,1,0
1987.07——1988.07长沙市东区浏正街派出所民警；,0,1995,0,2007,0,2016,0,0,6,湖南,"长沙,沙县,娄底,龙山县,长沙县,代县",0,1,1
曹立军,0,0,1998,2000,0,2011,0,0,6,湖南,"浏阳,长沙,天心区,常德,湘潭,新区",0,1,0
胡玖明,1997,1998,2001,2004,0,0,0,0,0,湖北,"仙桃,郧县,十堰,武汉,代县",0,1,0
刘小涛,0,1995,0,2004,2012,2016,2020,0,7,"浙江,广东","潮州,汕头,茂名",1,1,0
杨兴铭,2000,2002,2008,2013,0,0,0,0,4,"湖北,西藏","保康县,天门,襄阳",1,1,1
梅世彤,0,0,0,0,2003,2011,0,0,6,河北,"南皮县,任丘,沧州",0,1,0
张建东,0,0,0,0,0,0,2014,0,7,北京,北京,0,1,1
吕志成,0,0,2001,2006,2015,2017,0,0,6,"河北,辽宁","阜新,邢台,衡水,桥东区,威县,新区,清河县,东区",0,1,1
庄光明,0,0,0,2005,0,2015,0,0,4,湖北,"宜昌,天门,宜都",1,1,0
郭永航,0,1992,0,1994,2010,2015,0,0,6,广东,"珠海,武汉,深圳",1,0,0
李郁华,1995,1998,0,0,2014,2017,0,0,0,浙江,"东阳,石嘴山,银川,金华",0,1,1
欧阳卫民,0,1992,1994,1996,0,2003,2013,0,0,"湖南,广东","广州,城区,增城,厦门",0,1,1
姜宏,0,1993,0,2006,0,2018,0,0,6,"北京,内蒙古","红山区,赤峰,北京,呼伦贝尔,内蒙古自治区,通辽,科尔沁区",0,1,0
历任临武县同益乡政府干部（兼任三村村党支部书记）,0,0,0,0,0,0,0,0,0,,,0,0,1
王震,0,0,0,1998,0,2011,0,0,6,"上海,山西","长子县,尧都区,虹口区,侯马,长治,晋城,上海,临汾",1,1,0
熊安台,1990,1992,1996,2013,0,0,0,0,5,"湖南,江西","鹤城区,城区,辰溪县,怀化,景德镇",1,1,0
林长洲,0,0,2006,2011,0,0,0,0,0,湖北,"钟祥,沙洋县,潜江,任县,东宝区",0,1,1
周志红,0,0,2002,2011,2017,0,0,0,4,湖北,"仙桃,武汉,荆门,京山县",0,0,0
杨绪松,1991,0,0,2000,2001,2008,0,0,0,湖北,"武汉,新区,汕尾,深圳",0,1,0
姜建军,0,0,1990,1995,2010,2017,0,0,6,"北京,上海,广东","长沙,新区,北京,深圳,上海,南山区,湛江",1,1,0
余珂,0,2003,0,2011,0,0,0,0,4,湖北,"仙桃,通山县,咸宁,嘉鱼县",0,1,1
李大义,1991,1992,1996,2006,0,2015,0,0,6,黑龙江,"穆棱,鹤岗,绥芬河,宁安,东宁县,牡丹江",1,1,0
汤方栋,0,0,0,0,0,2016,0,0,6,辽宁,盘锦,1,1,0
王林虎,0,1995,2000,2003,2011,2018,0,0,6,青海,"海东,西宁",1,1,1
王健,0,0,1996,2001,2006,2016,0,0,6,"辽宁,西藏","沈阳,南区,大东区,新区,苏家屯区,东区,葫芦岛,新城子区",0,0,0
张新文男,0,0,0,2001,0,2019,0,0,6,山东,"济南,菏泽",1,0,1
俞成辉,1991,0,1994,2006,2011,2014,2018,0,7,甘肃,兰州,1,1,1
王一兵,0,0,1997,2002,0,2008,0,0,6,辽宁,"沈阳,西区,于洪区,康平县,南区,大连,辽阳,新区,武汉,铁西区",1,1,1
林红玉,0,2001,2004,0,2007,2018,0,0,6,山东,"烟台,荣成,济宁,威海,潍坊,环翠区,莱阳,蓬莱,寿光",0,1,1
贺志亮,0,1995,2003,2008,2011,2018,0,0,6,"吉林,内蒙古","临河区,开鲁县,吉林,内蒙古自治区,巴彦淖尔,通辽",1,1,0
谢卫东,0,0,0,0,0,2019,0,0,6,辽宁,朝阳,0,1,0
齐家滨,0,0,0,0,0,2005,0,0,6,,"日照,青岛,常州,济南,崂山区",1,1,1
于学利,1990,0,2003,2010,0,2015,0,0,6,辽宁,"兴城,锦州,葫芦岛,建昌县,临海",1,1,1
杨洪涛,1988,1997,2002,2007,2015,2019,0,0,6,山东,"聊城,青县,高青县,博山区,德州,淄博,淄川区",0,1,1
张霁,1983,1998,0,2011,0,0,0,0,0,"陕西,海南","海口,汉中",0,0,0
贠建民,0,1989,1996,2001,0,2001,2018,0,7,甘肃,庆阳,0,1,0
隋显利,0,1992,0,2006,2013,2019,0,0,6,辽宁,"灯塔,本溪,铁岭,辽阳",1,1,0
赵凌云,1995,1998,2002,2005,0,2014,0,0,6,甘肃,,1,0,0
王为人,0,0,0,0,0,2014,0,0,6,上海,"长宁区,上海",0,1,0
杨斌,0,0,0,0,0,2014,2017,0,7,北京,"北京,通州区,通州",1,1,1
王会勇,0,1989,0,1997,2004,2010,2018,0,0,"河北,新疆","邯郸,邢台,邢台县,廊坊,宁晋县",0,1,1
张瑞书,0,0,1992,2001,0,2002,0,0,6,"河北,辽宁","阜新,秦皇岛,邯郸,矿区,峰峰矿区",1,1,0
曾赞荣,0,0,0,0,2012,2014,0,0,6,北京,"通州区,房山区,通州,北京",1,0,0
董仚生,1984,1985,0,0,1992,1996,2014,0,7,"江西,河北","南昌,上饶,鹰潭,宜丰县,丰县,高安,宜春",0,1,1
李水华,0,0,0,1997,0,2006,0,0,0,广东,"喀什,广州,揭阳,潮州,肇庆,中山,四会",0,0,1
唐海龙,0,0,0,0,1988,0,0,0,6,"北京,上海","崇明县,北京,海城,上海,代县,奉贤区",1,0,0
杨博,0,0,0,1995,0,2010,0,0,6,"黑龙江,内蒙古","伊金霍洛旗,满洲里,鄂尔多斯,佳木斯,阿拉善盟,锡林郭勒盟,内蒙古自治区,呼伦贝尔",1,1,0
许南吉,2002,2005,2010,2014,0,2015,0,2016,6,"江西,福建","福州,福清,长乐,新区,厦门,宜春",1,1,0
杨发森,0,0,0,2014,2017,2018,0,0,6,新疆,"阿克苏,和田",0,1,0
王国和,0,0,1994,1997,2016,0,0,0,0,"河南,新疆","开封,乌鲁木齐,新区,武汉,东区,昌吉",1,0,1
邱树华,0,0,1996,2002,2011,2015,2018,0,7,新疆,"阜康,乌鲁木齐,昌吉",1,0,1
张集智,0,1999,2005,2007,2015,2017,0,0,6,贵州,"仁怀,大同,遵义,赤水,毕节,六盘水",0,1,1
胡启生,0,0,2007,2007,0,2015,0,0,6,"北京,安徽","合肥,滁州,铜陵,巢湖,北京,蜀山区,包河区,芜湖",0,1,0
孙勇,0,0,0,0,0,0,0,0,6,安徽,黄山,0,1,0
贺一诚,0,0,0,0,0,0,0,0,0,,,0,0,0
薛斌,0,0,1995,2001,2016,2017,0,0,6,"上海,新疆","塔城,乌鲁木齐,吐鲁番,上海,库尔勒",0,1,1
张岩,0,0,0,2012,0,2017,0,0,6,新疆,"阿勒泰,塔城",1,0,0
何永慧,1994,0,2002,2006,2015,0,0,0,0,新疆,"石河子,昌吉,哈密",1,0,1
李成辉,1996,2000,2001,2008,0,2017,0,0,6,"福建,新疆","哈密,阜康,喀什,昌吉",1,1,1
杨浩东,0,0,0,0,0,2014,0,0,6,云南,临沧,0,1,0
杜航伟,0,0,0,0,0,0,2014,0,0,陕西,,0,0,1
刘赐贵,0,0,1983,1988,1993,2002,2007,2015,8,"海南,福建","龙岩,莆田,光泽县,邵武,厦门",0,1,1
安征宇,1994,1996,0,2001,2015,0,0,0,0,"四川,新疆","乌鲁木齐,成都",1,0,1
帕尔哈提·肉孜,0,0,0,0,2015,0,0,0,0,新疆,喀什,0,0,0
董卫民,0,0,1998,2001,0,2005,0,0,6,"湖北,浙江","黄冈,黄石,义县,红安县,武义县,任县,十堰,延安,蕲春县",0,1,0
王刚,0,0,0,0,2016,2017,0,0,6,新疆,克拉玛依,1,1,0
王洪海,1996,1997,2001,2006,2011,2016,0,0,6,天津,"蓟县,津,天津,宝坻区",0,0,1
谢坚钢,0,0,0,2015,0,0,0,0,6,上海,"杨浦区,上海",1,0,1
庞庆波,0,0,0,0,0,2015,0,0,6,吉林,"吉林,白城",1,0,0
王宇,0,0,0,0,2018,0,0,0,0,,"东区,四平,铁东区",0,1,0
蔺雪峰,0,0,2014,2015,0,2015,0,0,6,天津,"静海县,津,天津",0,0,0
王少玄,0,0,0,0,2003,2008,0,0,6,"北京,江西","北京,吉安,合作,赣州",0,1,0
王子联,0,1996,0,0,2009,2013,0,0,6,吉林,"白山,松原,吉林,公主岭,四平,梅河口",0,1,0
李德金,0,0,0,1997,2002,2008,2017,0,7,福建,"龙岩,仙游县,莆田",0,1,0
李建中,0,0,0,1984,0,2003,2015,0,7,"安徽,河南","安阳,龙安区",0,0,1
才让太,0,1999,2000,2000,2011,2015,0,0,6,"海南,青海","南县,东营",1,0,0
姚增科,0,0,0,0,0,0,2015,2018,8,"北京,天津,江西","北京,津,井冈山,天津",0,0,0
杨茂荣,0,0,0,0,2002,2015,0,0,6,天津,"北辰区,天津,东丽区,西青区,新区,津",0,0,1
陈浙闽,1986,0,0,1993,0,2004,2016,0,7,"甘肃,天津","津,天津,宝坻区",0,0,1
夏科家,0,0,2014,2015,0,0,0,0,6,上海,"青浦区,上海",0,0,0
胡卫国,0,0,0,2015,0,0,0,0,6,上海,"上海,金山区",0,0,1
艾丽华,0,0,0,0,2002,2015,2017,0,7,"北京,内蒙古","赤峰,北京,乌兰察布,乌兰察布盟,翁牛特旗,内蒙古自治区,乌海,通州区,通州",0,1,0
万新恒,0,0,0,0,0,2003,0,0,6,"北京,宁夏","北京,石景山区,中卫",1,1,0
马世忠,0,1986,1992,1996,2001,2007,2015,0,0,"山东,甘肃,吉林","天水,平凉,青岛,安丘,吉林,潍坊,北区",0,1,1
雷春美,0,0,0,0,1993,2001,2012,0,0,福建,"龙岩,南平,厦门,福州",0,1,0
赵豪志,1991,1993,2000,2002,2007,2015,0,0,0,山东,"东营,河口区,广饶县",0,1,0
郑栅洁,0,0,0,0,0,0,2015,0,7,"台湾,福建,浙江",宁波,0,0,0
孙立成,0,0,1992,1993,2001,2013,2015,0,7,"山东,贵州",济南,0,0,1
