姓名,副科级,正科级,副处级,正处级,副厅级,正厅级,副部级,正部级,现级别,工作省份,工作地区,企业经历,(副)市长,党委(副)书记
王常松同志简历,1987,1988,1990,0,0,2010,2016,0,7,"安徽,黑龙江,江苏,北京,吉林,河南,广西","北京,吉林,松原,昆明",1,1,0
李希信,1985,1991,0,1997,2007,2016,0,0,0,山东,"聊城,平原县,陵县,泰安,德州",0,1,1
程志毅,0,0,0,0,0,2016,0,0,6,重庆,"津,重庆",0,0,0
蒲彬彬,0,1993,0,0,2007,0,0,0,4,"四川,重庆","重庆,宜宾",0,1,0
徐万忠,1997,0,0,0,2003,2016,0,0,6,"四川,重庆",重庆,0,0,0
敖刘全,0,0,0,0,2016,2018,0,0,6,西藏,那曲,0,1,0
罗清泉,1991,1995,1998,2001,2003,2016,0,0,0,"四川,重庆",重庆,0,0,0
殷昭举,0,2001,0,2006,0,2008,0,0,6,"北京,广东","广州,潮州,北京,武汉,中山",0,1,0
张兴益,0,0,1998,2003,2011,2016,0,0,6,"四川,重庆",重庆,0,0,1
刘小强,0,2001,0,0,2007,2016,0,0,6,"四川,重庆",重庆,1,0,1
种及灵,0,0,1998,1999,2009,2016,0,0,6,重庆,"深圳,重庆,中区",1,0,0
钟畅姿,1997,2000,0,0,2009,2020,0,0,6,广西,"梧州,贵港,桂平,崇左",0,1,0
马波,0,1990,0,1995,2001,2005,0,0,6,四川,"内江,达州",1,1,0
王俊,1994,0,1998,1998,2006,2016,0,0,6,"四川,重庆,新疆","重庆,成都,南京,昆明",1,0,0
李猛,0,1995,0,0,2006,2013,0,0,6,"山东,安徽","合肥,淮南,铜陵,凤台县,芜湖,德州,丰县",0,0,0
方利旭,1992,1996,1996,1997,0,2005,0,0,0,新疆,"哈密,喀什,广州,潮州,梅州,汕头",0,1,0
余红胜,0,0,0,0,2011,2016,0,0,6,福建,三明,1,1,0
王成,0,1994,1998,2000,2011,2013,2019,0,7,山西,"榆社县,忻州,太原,临汾,晋中",1,1,0
陈旭东,1991,1995,1997,2002,0,2016,0,0,0,上海,"肇庆,中山,上海",0,1,0
刘桂平,0,0,0,1989,0,0,2016,0,0,"重庆,福建,上海,广东","重庆,东莞,湘潭,深圳,肇庆,上海",1,1,1
尤猛军,0,1988,1997,2001,2012,2015,0,0,6,福建,"惠安县,福州,安溪县,泉州,平潭县,代县,晋江,南安",0,1,1
于立新,0,1994,1994,0,0,2015,0,0,6,内蒙古,"呼和浩特,呼伦贝尔,内蒙古自治区",1,1,1
王立彤,1995,0,2003,2006,2012,2017,0,0,0,"安徽,河北,浙江","鹿城区,唐山,邯郸,温州,城区,永嘉县,洞头县,瑞安,代县",0,1,1
陈平,0,1992,1998,2003,2009,2016,0,0,0,河北,"代县,邯郸,廊坊,沧州",0,1,0
赵卫星,0,0,0,2016,0,0,0,0,0,上海,"上海,金山区",0,0,0
李云峰,0,0,0,0,2008,2020,0,0,6,山西,"盂县,平定县,临汾,矿区,阳泉",0,1,0
张德华,1994,1996,2000,2005,0,2009,0,0,6,"云南,新疆",玉溪,0,1,0
刘志宏,0,0,1994,1998,2005,2016,0,0,0,湖南,"运城,晋中,朔州,代县,昔阳县",0,1,0
梅亦,0,0,1993,0,2003,2016,0,0,0,江西,"横峰县,景德镇,南昌",0,1,0
危伟汉,0,0,0,0,1987,2018,0,0,6,,"广州,中山",1,1,1
李建勤,0,0,1992,1993,1996,2002,0,0,6,"北京,四川","北京,广安,攀枝花",0,1,0
田树槐,0,1991,1997,2006,0,2011,0,0,6,辽宁,"朝阳,本溪,建昌县,凌源,葫芦岛,绥中县",0,1,1
李建辉,0,1993,1998,2006,2012,2015,0,0,6,福建,"莆田,城区,安溪县,泉州,鲤城区,晋江",0,1,1
许维泽,0,1982,2000,2001,2011,2016,2020,0,7,福建,"龙岩,石狮,南平,泉州,丰泽区,泉港区,南安",0,1,1
尚朝阳,0,1989,0,1998,2003,2016,0,0,6,河南,"漯河,舞阳县,信阳,洛阳,许昌,临颍县",0,1,0
孟海,0,0,1995,1997,2011,2016,0,0,6,"内蒙古,辽宁,青海","代县,本溪",0,1,0
库尔玛什·斯尔江,1991,1994,1998,0,0,2004,0,0,6,"北京,新疆","奎屯,乌鲁木齐,城区,北京,东城区",0,0,1
木合亚提·加尔木哈买提,0,1996,0,1999,2007,0,0,0,0,新疆,"阿勒泰,大连,塔城",0,0,0
范少军,0,0,0,0,2015,2016,0,0,6,"天津,上海","天津,宝山区,津,河东区,上海,东区,普陀区",0,0,0
刘南昌,0,1993,1994,1997,2003,2016,0,0,6,"河南,湖南,河北","三门峡,唐山",0,0,0
冯飞,0,0,1995,1997,0,0,2016,0,7,"天津,浙江","津,天津",0,0,0
高兴夫,0,0,0,1991,0,0,2016,0,7,"天津,浙江","津,天津",1,0,1
郑光照,0,0,0,0,0,2016,0,0,6,陕西,商洛,1,1,0
孙登峰,0,1989,1992,1999,2009,2011,0,0,0,"四川,江西,贵州","合作,新区",1,0,0
林应武,0,1989,1995,2000,0,2005,0,0,6,广东,"江门,中山",0,0,0
梅建华,1990,1993,0,1999,2000,0,0,0,0,"北京,山东,湖北","武汉,莱芜,北京",0,1,0
黄海昆,0,0,0,0,0,2016,0,0,6,广西,"钦州,玉林",1,1,0
凌云,0,0,0,1988,2003,2016,0,0,6,安徽,"亳州,合肥,厦门",1,1,0
左俊,1983,1993,0,2000,0,2007,0,0,0,安徽,"芜湖,鞍山,马鞍山",0,1,0
何焕秋,0,0,0,1998,2000,2009,0,0,0,辽宁,"本溪,铁岭,本溪满族自治县",1,1,1
陈如桂,0,0,0,0,0,2001,2017,0,7,广东,"深圳,广州,桂林,中山",1,1,1
许达哲,0,0,0,0,0,1995,2016,2016,8,"湖南,江西","余干县,哈尔滨",1,0,1
刘宛康,0,0,1987,0,0,2009,0,0,6,河南,"西安,洛阳,南阳,南京",1,1,0
卢勇,1998,2000,0,0,2007,2016,0,0,0,"四川,重庆","重庆,中区",0,0,0
马升昌,0,0,1991,0,0,2012,2018,0,7,"北京,山东,西藏","北京,拉萨,杭州,林芝",0,1,1
杨建武,0,0,0,0,0,2016,0,0,6,甘肃,金昌,1,1,1
汪明浩,0,0,0,0,0,2016,0,0,0,北京,"北京,平谷区",0,0,0
余功斌,0,0,0,0,2005,2016,0,0,6,"云南,辽宁,贵州","营口,鞍山,昆明",0,1,0
张战伟,0,0,1997,0,1997,2007,0,0,4,河南,济源,0,0,0
桑维亮,0,1984,1997,2006,2013,2016,0,0,0,贵州,"毕节,兴义",0,1,1
李延强,0,1988,0,0,1998,2012,0,0,6,"广西,内蒙古","北海,防城港,合作,南宁",1,1,1
戴启远,1986,0,1996,2002,2003,2016,0,0,6,安徽,"怀远县,淮南,泗县,滁州,蚌埠,淮北,五河县,郊区",0,1,0
宋殿宇,1984,1991,1996,1999,2004,2016,0,0,6,"河南,天津","洛阳,津,天津,濮阳",0,1,0
蒿慧杰,0,0,0,0,0,2008,0,0,6,河南,漯河,0,1,1
张冬云,1991,1996,0,0,2007,2014,0,0,0,安徽,"宿州,合肥,宣城",0,1,0
吴群刚,0,0,0,0,0,2002,0,0,6,"北京,四川,重庆","绵阳,重庆,北京,通州区,南充,通州,怀柔区",0,1,0
姜天波,0,0,0,0,0,2016,0,0,6,重庆,重庆,0,0,0
滕宏伟,0,0,1998,2000,0,2016,0,0,6,重庆,重庆,1,0,1
郝春荣,0,0,1990,1992,2000,2016,2018,0,7,辽宁,"盘锦,太子河区,朝阳,辽阳",1,1,0
王德佳,0,0,0,0,0,2016,0,0,6,辽宁,锦州,1,1,1
王力威,0,1989,0,1992,2005,2012,0,0,6,辽宁,"凤城,元宝区,合作,东港,丹东,葫芦岛",0,1,0
徐建国,0,1992,1994,1999,0,2006,2019,0,7,黑龙江,"七台河,南京,佳木斯",0,1,0
戴源,0,0,1989,1992,2001,2016,0,0,6,"北京,江苏","盐城,常州,北京,北区,镇江",1,1,0
张爱军,1987,0,2000,2001,2006,2016,0,0,6,江苏,"南通,宿迁,海安县,通州,扬州",1,1,1
刘长龙,0,0,0,0,0,2014,0,2016,0,吉林,"吉林,长春",0,1,0
曾文明,1993,1994,0,2002,0,2014,0,0,6,"江西,上海","西湖区,南昌,新建县,上海,赣州",0,1,0
薛占海,0,1992,1997,2002,2006,2016,0,0,6,陕西,"延安,新区",1,1,1
任建华,0,1990,0,1996,2001,2008,2016,0,0,"河南,山西","洛阳,郑州,新乡,栾川县",0,0,0
信长星,0,0,1991,1994,1998,2002,2016,0,7,安徽,"太原,曲阜",1,1,0
张力兵,0,0,0,0,0,2014,0,0,6,北京,"门头沟区,合作,北京,通州区,通州",0,0,1
张晓兵,0,1996,0,0,2002,2014,0,0,6,"内蒙古,上海","锡林郭勒盟,乌兰察布,内蒙古自治区,上海,巴彦淖尔,锡林浩特",1,1,1
任正晓,0,1981,1989,0,0,0,2016,0,7,"北京,河南,湖南","北京,南县,衡南县",1,0,0
苏春雨,1988,1989,1992,1998,2000,2009,0,0,0,"河北,福建,黑龙江,广东,北京","北京,邵武,合作,兴县",1,0,0
王秋实,1990,1993,0,2003,2007,2016,0,0,6,"黑龙江,内蒙古","七台河,鹤岗,双鸭山,齐齐哈尔,秦皇岛",1,1,0
乔学智,0,0,0,0,0,2016,0,0,6,青海,,0,0,0
武宏文,1984,0,0,2001,2009,2016,0,0,6,山西,"运城,大同,永济,晋城,万荣县",0,1,1
迪力夏提·柯德尔汗,0,0,1995,0,0,2001,0,0,6,"天津,新疆","北辰区,天津,喀什,阿勒泰,津,丰县",1,0,1
郭建英,0,1992,1994,1998,2006,2016,0,0,6,河北,"保定,邯郸,石家庄,井陉县,新区,盐山县,沧州,黄骅",0,1,0
费东斌,0,0,0,0,2005,2007,0,0,6,"北京,内蒙古","沈阳,长沙,长春,北京,乌兰察布,济南,呼和浩特,内蒙古自治区,通辽",1,1,1
武卫东,0,0,1996,2001,2007,2016,0,0,6,河北,"邯郸,石家庄,邢台,张家口,裕华区",1,1,0
李干杰,0,1993,1994,1996,0,2001,2016,2020,8,"北京,山东,河北",北京,1,0,1
范继英,0,0,0,1988,0,2001,2016,0,7,辽宁,沈阳,1,0,1
王少峰,0,1989,0,1994,0,2005,2016,0,7,"湖南,内蒙古","内蒙古自治区,包头",0,0,1
蔡奇,0,0,1983,1987,1993,1997,2007,2016,8,"北京,福建,浙江","永安,北京,三明,台州,衢州,杭州",1,1,0
陈辐宽,0,0,0,1997,0,0,2016,0,7,"山东,上海",上海,0,0,0
许尔锋,0,1986,1995,1998,2008,2008,2016,0,0,"宁夏,甘肃",定西,0,1,1
吴胜华,0,0,1997,0,2003,2016,0,0,6,贵州,"武汉,都匀",1,0,1
刘学新,0,0,0,0,2001,2004,2016,0,7,"福建,天津,上海","津,天津,上海",0,0,1
刘化文,0,0,0,0,0,1993,0,0,0,"吉林,西藏","日喀则,白山,通化,吉林,江源县,白城,四平,双辽",1,1,1
王志厚,0,0,2001,2001,2008,2016,0,0,0,吉林,"白山,通化,合作,图们,吉林,磐石,蛟河",0,1,0
沙尔合提·阿汗,0,0,0,1994,0,2011,2016,0,7,新疆,"塔城,阿勒泰,大连,代县,昌吉",1,0,1
阿更登,0,0,1996,2002,2006,2016,0,0,6,"海南,青海",代县,1,0,0
廉毅敏,0,0,0,0,0,2000,2016,0,7,山西,太原,1,1,0
朱涛,0,1986,0,1993,2005,2016,0,0,0,甘肃,"酒泉,白银,庆阳,兰州",1,1,0
李正印,0,0,0,0,1997,2012,2018,0,7,山西,"朔州,大同,吕梁",0,1,0
陈舜,0,0,0,0,1998,2011,2016,0,7,云南,,0,0,0
赵力平,0,0,0,0,0,2015,2016,0,7,江西,,0,0,0
梁君彦议员,0,0,0,0,0,0,0,0,0,,,0,0,0
苏嘎尔布,0,0,0,0,2011,2016,0,0,6,四川,,0,0,0
沈左权,0,0,0,0,0,2016,0,0,6,宁夏,"石嘴山,吴忠",1,1,0
姚斌,0,0,1995,0,0,2008,0,0,0,"四川,重庆","重庆,双桥区,新区",0,0,0
高志立,1989,1992,1997,1998,0,2001,2016,0,7,"河北,山西",沙河,0,0,0
王正升,0,0,0,2001,2003,2007,2016,0,7,"宁夏,青海","固原,中卫",0,0,1
韩福春,0,0,0,0,0,2016,2020,0,7,吉林,"吉林,四平",0,1,0
王乃学,0,0,0,0,0,1989,0,0,6,"吉林,广西,西藏","吉林,钦州,北海",0,1,0
童道驰,0,0,0,0,2000,0,2016,0,7,"北京,湖北,海南","三亚,合作,北京",1,0,0
孙志浩,0,0,1980,1990,0,2009,0,0,0,,"兴城,锦州,临海,朝阳县,连山区,建昌县,丹东,代县,葫芦岛,朝阳",0,1,0
韩库,0,1988,0,1991,2007,2016,0,0,6,黑龙江,"七台河,桦川县,伊春,双鸭山,同江,汤原县,佳木斯",1,1,1
李宁平,0,0,0,0,0,2015,0,0,6,新疆,喀什,0,0,0
邓修明,0,0,0,0,0,2002,2016,0,7,"四川,天津","津,成都,天津",0,0,0
王赋,0,0,1988,1995,2001,2010,2016,0,7,"重庆,新疆,山西","重庆,运城,昌吉",0,1,0
普尔巴·图格杰加甫,0,0,0,0,0,2016,0,0,6,新疆,,0,0,1
虢正贵,0,1991,1994,2000,2008,2016,0,0,6,湖南,"张家界,长沙,新区,代县,宁乡县",0,1,0
王诚,0,1986,0,1997,2003,2016,0,0,6,安徽,"淮南,城区,蚌埠,上城区,田家庵区,杭州",0,1,0
王远鹤,1990,0,0,2006,2006,2015,0,0,6,湖北,"黄冈,红安县,咸宁",1,1,0
孙正东,0,1992,0,1995,2003,2009,0,0,6,安徽,"宁国,宿州,埇桥区,灵璧县,阜阳,砀山,宣城",1,1,1
高岩,0,0,1995,0,2003,2012,0,0,0,黑龙江,"哈尔滨,牡丹江",0,1,1
杨军,0,1995,0,0,2007,2016,0,0,6,安徽,"宿州,阜新,淮北",1,1,1
袁毅,0,0,0,0,0,2016,0,0,6,福建,南平,1,0,0
陈训华,1987,1991,1993,1999,0,2010,0,0,6,"北京,贵州","贵阳,安顺,北京",0,1,0
姚来英,0,0,0,1989,0,0,2018,0,7,"山东,湖南,天津","南开区,津,天津,新区",0,1,1
于立军,0,0,0,0,0,2016,2019,0,7,天津,"蓟县,津,天津",0,0,1
曲孝丽,0,1996,0,0,2001,2016,2018,0,7,"天津,山西","西区,天津,红桥区,津,河西区",0,0,1
李清,0,0,0,2016,0,0,0,0,6,天津,"津,西青区,天津",1,0,0
关志鸥,1995,0,1997,2000,0,2013,2016,0,0,"山东,辽宁","法库县,沈阳,合作,代县",0,1,0
孔德昌,0,0,0,0,0,2016,0,0,6,"天津,青海","津,天津,东丽区",1,0,1
肖友才,1986,1989,0,1997,2005,2016,0,0,6,四川,"广安,代县",1,1,1
龙晓华,0,1992,1994,0,0,2016,0,0,6,湖南,"湘西土家族苗族自治州,吉首",0,0,0
谢建辉,0,1978,1991,1994,2000,2010,2016,0,7,湖南,"望城县,长沙,天心区,岳麓区",0,1,1
刘志仁,0,0,0,0,0,2016,0,0,6,湖南,郴州,1,1,1
张值恒,0,0,0,1997,2002,2009,0,0,6,"北京,湖南","长沙,娄底,新化县,北京,益阳",0,1,0
邓沛然,0,0,1988,0,0,2007,0,0,6,河北,"合作,唐山,沧州,石家庄",1,1,0
屈谦,0,0,1993,0,1998,0,2016,0,7,"四川,重庆","重庆,中区",0,1,0
高世宏,1997,1999,0,0,2016,2016,0,0,0,内蒙古,"阿拉善左旗,鄂尔多斯,阿拉善盟,内蒙古自治区,乌海,额济纳旗",0,1,0
李学义,0,0,0,0,0,2016,0,0,6,天津,"河西区,西区,津,天津",0,0,1
张子林,1989,1991,1996,2001,2009,2010,0,0,6,黑龙江,"齐齐哈尔,尚志,合作,绥化",1,1,1
田锦尘,0,1989,1994,1998,0,0,2017,0,7,"吉林,四川,青海","吉林,德阳,延边朝鲜族自治州",1,0,1
郝茂荣,1992,0,1996,0,0,0,2001,0,6,"北京,内蒙古","通辽,内蒙古自治区,北京,包头",0,1,0
陈雍,0,0,0,1998,2001,2002,2016,0,7,"北京,重庆,辽宁","沈阳,抚顺,重庆,大连,北京",0,0,0
张叶飞,0,1998,2001,2002,2008,2017,0,0,0,江苏,"崇安区,江阴,南长区,苏州,锡山区,无锡,镇江",0,1,1
林兴禄,0,0,0,0,0,2016,0,0,6,福建,"龙岩,三明",0,1,0
冯卫华,1991,1994,1997,2001,2011,2016,0,0,6,天津,"南开区,北辰区,津,天津",1,0,0
杭迎伟,0,0,0,2017,0,2017,0,0,6,上海,"浦东新区,上海,新区",1,0,1
刘远,1988,1992,1997,1998,2011,2016,0,0,6,福建,"龙岩,漳州,漳平,三明,长汀县",1,1,0
郭锡文,0,0,0,0,0,2016,0,0,6,福建,宁德,1,1,1
李斌,0,0,0,0,0,2000,2017,0,0,"黑龙江,甘肃",哈尔滨,0,0,0
成岳冲,0,0,0,0,0,0,2017,0,7,浙江,,0,1,0
李宽端,0,1990,0,1998,0,2011,0,0,6,山东,"青岛,东营,潍坊,济南,即墨,崂山区,城阳区",0,1,1
李刚,0,1999,2002,2004,0,2012,0,0,6,"北京,贵州","北京,石家庄,六盘水",1,1,0
张之政,0,0,0,0,0,2017,0,0,6,云南,临沧,1,1,1
彭措,0,0,0,0,0,0,0,0,0,西藏,,0,0,1
丁福浩,0,0,0,0,0,2017,0,0,6,河南,周口,0,1,1
谢宝禄,0,0,0,0,0,0,1989,0,0,黑龙江,"黑河,合作,哈尔滨,鹤岗",1,1,1
林冠,1997,0,2002,0,2007,2016,0,0,6,广西,"钦州,贺州,柳州,南宁,崇左,防城港",1,1,1
方红卫,0,1990,1996,0,2015,2017,0,0,6,陕西,"宝鸡,渭南,汉中",1,1,1
陈新武,1990,0,0,2002,0,2005,0,0,6,"湖北,浙江,新疆","黄冈,黄梅县,孝感,十堰,杭州",0,1,0
周斌,0,0,1984,0,1992,2017,0,0,6,河南,"平顶山,荥阳,邙山区,郑州",0,1,0
李刚,0,0,0,0,0,0,0,0,0,新疆,,1,0,1
丁纯,0,0,0,0,2003,2017,0,0,6,"安徽,江苏","铜陵,南京,常州,扬州",1,1,0
黄伟京,0,1981,0,0,0,2001,2016,0,7,广西,"钦州,南宁",0,1,0
王炜,0,0,0,0,2016,2020,0,0,6,湖北,"武汉,江岸区",0,0,0
孔昌生,0,0,0,0,0,0,2017,0,7,河南,,0,1,0
王景武,0,0,0,0,0,2015,0,0,6,河北,"张家口,衡水",0,1,0
卢蜀江,0,1993,0,1997,0,2007,0,0,6,新疆,"哈密,成都,和田",1,0,0
王大伟,0,1992,1994,1997,0,2001,2017,0,7,"黑龙江,辽宁",哈尔滨,1,1,1
赵冲久,0,1990,1994,1997,0,0,2017,0,7,"天津,新疆","津,天津",0,0,1
张春林,0,1993,1994,0,2006,2011,2017,0,7,新疆,塔城,1,0,1
石谋军,0,1997,2000,2004,2008,2014,0,0,7,"湖南,西藏",常德,0,1,0
莫高义,1993,1996,0,2001,2008,2017,0,0,0,广东,"普宁,新县,中山,韶关",1,0,1
杨亚林,0,0,0,0,0,2017,0,0,6,云南,昭通,0,1,0
李乐成,0,1984,0,0,2002,2008,2017,0,7,湖北,"荆门,襄阳,宜昌",1,1,1
朱洪武,0,0,0,0,2009,2015,0,0,6,"湖南,海南","儋州,永州",0,1,0
陈坚,0,0,1989,0,0,2001,0,0,0,云南,"大理,武汉,昆明",1,0,1
吴晓军,0,1992,1996,0,2003,0,2017,0,7,江西,"鹰潭,南昌",1,1,0
唐小平,0,0,2002,0,0,2017,0,0,6,"四川,重庆",重庆,0,0,0
张玉卓,0,0,0,0,0,0,2017,0,0,"北京,山东,天津","天津,新区,北京,津,南安",1,0,1
刘焕鑫,0,0,0,0,2010,2013,2017,0,0,辽宁,营口,0,1,0
莫恭明,0,0,0,0,0,2017,2017,0,7,"重庆,广西","重庆,玉林",1,0,0
蔡丽新,0,0,0,0,0,2017,0,0,6,江苏,淮安,1,1,0
贺荣,0,0,0,0,2001,0,2011,0,0,"北京,陕西","北京,延安,朝阳,朝阳区",0,0,0
阴和俊,0,0,0,0,0,0,2017,0,7,"北京,天津","天津,西安,北京,津,太原",0,1,0
徐建培,0,0,1988,0,0,0,2017,0,7,"江苏,河北","铜山县,大丰,丰县,青岛",0,0,1
陶治国,0,0,0,1996,2002,0,2015,0,0,"山东,四川,内蒙古,吉林","聊城,托克托县,吉林",0,0,0
王立山,0,0,0,0,0,0,2017,0,7,湖北,,0,0,0
许昆林,0,0,1986,1996,0,0,2017,0,7,"浙江,福建,上海","永春县,杭州,泉州,上海",0,1,0
巴德玛拉,1988,0,0,1994,2004,2015,0,0,6,"北京,辽宁,新疆","北京,博乐",1,1,1
李亚平,0,0,0,1985,0,2006,0,0,6,"四川,江苏","句容县,绵竹,苏州,句容,镇江",1,1,1
刘家义,0,0,0,0,1984,0,0,2017,8,"山东,四川",成都,0,0,0
张文胜,0,1991,0,2005,2008,2016,0,0,6,新疆,"喀什,乌鲁木齐,吐鲁番",1,0,0
赵文泉,0,1992,0,2004,2015,2017,0,0,6,新疆,"克拉玛依,吐鲁番",1,1,0
黄建发,0,1992,1994,1996,0,2010,2017,0,7,"四川,福建,河北,浙江","成都,合作,沧州",0,0,0
王洪祥,0,0,0,0,0,0,2017,0,0,福建,,0,0,1
王晓萍,0,0,1996,1998,0,0,2017,0,7,吉林,吉林,1,0,0
毕宝文,1989,0,1993,0,0,2004,2017,0,7,"山东,黑龙江","滨州,日照",0,1,1
卢彦,0,0,0,0,0,0,2017,0,7,北京,"北京,津",1,1,0
许志晖,0,1995,2003,2007,2013,2017,0,0,6,广东,"潮州,城区,惠州,茂名",1,1,1
苏君,0,0,0,0,1997,2017,0,0,6,甘肃,"酒泉,白银,平凉,玉门",0,1,0
曾菁华,0,1994,0,2000,2004,2017,0,0,6,"四川,重庆","灯塔,南区,新区,重庆",0,0,1
戴征社,0,0,0,1995,0,2001,2018,0,7,陕西,"宝鸡,榆林",1,1,0
谭成旭,0,0,0,0,0,0,2018,0,0,,大连,1,1,1
王革冰,0,0,0,1998,2006,2017,0,0,0,广西,"钦州,代县,来宾,贵港",0,0,0
陈军,1997,1998,0,0,2014,2017,0,0,6,西藏,"吉县,拉萨,山南,昌都",0,1,0
杜飞进,0,0,0,0,0,0,2017,0,7,"北京,上海,浙江","北京,武汉,上海,杭州",0,0,0
廉桂峰,1996,2001,0,2017,0,0,0,0,6,天津,"津,宁河县,天津",0,0,1
毛劲松,0,0,0,0,2014,0,0,0,6,天津,"南区,津南区,天津,宝坻区,合作,津",1,0,0
张韵声,0,1990,1996,1999,2011,2012,2017,0,7,"海南,宁夏,黑龙江","三亚,海口",1,1,1
李中武,0,1998,0,0,2007,2017,0,0,0,"四川,重庆","广州,南区,重庆",0,0,1
陈春江,0,0,0,2000,0,0,0,0,6,天津,"津,新区,天津,和平区",0,0,0
刘宁,0,0,1983,1996,1998,0,2017,2018,8,青海,,1,0,0
滕佳材,0,0,0,0,0,2003,0,2010,7,"吉林,青海","吉林,长春",0,1,0
丁巨胜,0,1992,1999,2002,2007,2017,0,0,6,甘肃,"平凉,嘉峪关",0,1,0
施克辉,0,1995,2001,2006,2009,2013,2017,0,7,"浙江,广东","泰顺县,金华,温州",0,0,0
孙剑楠,0,1996,2001,2003,2016,2017,0,0,6,天津,"南开区,天津,合作,津,武清区",1,0,0
罗东川,0,0,0,0,0,0,2015,0,0,"北京,新疆","北京,武汉",0,0,0
于海田,0,0,1996,0,2015,2017,0,0,6,山东,"淄博,青岛",1,1,1
张家胜,1994,0,2000,0,2010,2017,0,0,6,"北京,湖北,新疆","北京,宜昌,黄石,荆州",0,1,1
李新,0,1998,0,0,2016,2017,0,0,0,"北京,河北,天津,青海","河北区,南区,津南区,天津,新区,北京,津,北区",1,0,0
李政,0,0,0,2017,0,0,0,0,6,上海,上海,0,0,0
马正勇,1996,1998,0,2003,2006,2020,0,0,6,北京,"北京,广州,清远,石家庄",0,1,1
戴东强,0,0,0,0,0,0,0,0,6,天津,"津,天津,武清区",1,0,1
田金萍,0,2001,0,0,2006,0,0,0,6,"河北,天津","南开区,河北区,天津,津,河东区,北区,东区",1,0,0
叶梅芬,1995,2000,2004,2008,0,2013,0,0,0,广东,"中山,河源",0,1,0
商奎,0,0,0,0,2016,2017,0,0,6,重庆,"重庆,中区",1,0,0
吴海涛,0,1994,2003,2006,2012,2017,0,0,6,湖北,"黄冈,黄梅县,红安县,孝感,宜昌,鄂州,蕲春县",0,1,0
唐德智,0,1992,1993,1999,0,2011,0,0,0,贵州,,1,0,1
刘毅,1990,1992,2001,2002,2011,2014,0,0,6,"西藏,广东","珠海,茂名,江门,林芝",1,1,0
殷焕明,1993,1993,0,2002,2010,2017,0,0,0,,"韶关,东莞,新区",0,1,1
崔茂虎,0,0,0,0,0,2017,0,0,6,云南,丽江,1,0,0
王军,0,1984,1992,1996,2002,2017,0,0,6,甘肃,"张掖,南县,天水",0,1,1
郭承录,0,0,1992,2000,2002,2008,2018,0,7,甘肃,"武威,平凉,合作,兰州",1,1,0
崔永辉,0,0,0,2000,0,2009,0,0,6,湖北,"黄冈,丹江口,十堰,茅箭区,恩施,荆州",0,1,0
常志刚,0,0,0,2001,2014,2015,0,0,6,"北京,内蒙古","武川县,呼和浩特,北京,内蒙古自治区,巴彦淖尔",1,1,0
李毅,0,0,0,0,0,0,2017,0,0,天津,"津,天津",0,0,0
曾志权,1989,1992,1995,2000,0,2003,2017,0,0,广东,中山,1,0,0
陈吉宁,0,0,0,0,0,0,0,2017,8,北京,北京,0,1,0
马吉孝,0,0,0,2005,0,2010,2017,0,7,青海,海东,1,0,1
王嘉毅,0,0,1994,1998,0,2012,2017,0,7,甘肃,,0,0,1
田湘利,0,0,0,0,0,2001,2018,0,7,"海南,福建","三亚,三沙",0,0,1
文献,0,0,0,0,0,0,0,0,6,北京,"北京,朝阳,朝阳区",1,0,0
郭文奇,0,0,0,0,0,0,2017,0,7,"江苏,山西",太原,0,0,0
阿东,0,1998,0,2000,0,2016,2020,0,7,"北京,吉林,海南,辽宁","北京,吉林,三沙,三亚",0,1,1
朱鹏,0,0,0,0,0,2012,0,0,0,山西,运城,1,1,1
